15	16
62	62
62	62
94	97
133	134
101	102
44	45
75	76
99	100
5	15
99	100
162	164
89	90
7	8
65	65
89	94
71	72
110	111
34	35
81	85
79	80
65	65
84	85
81	85
37	47
112	113
152	154
49	56
120	121
112	113
10	11
143	143
77	79
77	79
10	10
22	29
22	29
17	17
51	53
17	17
17	17
58	59
90	90
68	69
127	127
98	98
61	64
58	59
83	83
49	50
57	59
83	84
83	84
62	63
95	96
130	131
13	13
137	138
13	13
137	138
62	72
6	7
197	199
38	41
54	56
136	138
124	124
111	111
124	124
108	111
29	30
95	98
95	98
80	83
124	124
119	119
27	28
91	92
83	84
91	92
62	63
119	119
163	165
110	111
60	61
68	69
134	135
109	115
110	111
170	177
42	45
50	54
80	81
40	40
58	59
91	94
101	102
81	81
54	55
53	55
85	87
99	102
45	46
86	86
13	14
9	14
75	75
70	73
70	73
23	23
72	73
11	12
39	39
66	70
75	76
84	85
91	92
133	141
11	12
30	31
46	47
64	65
99	105
30	31
43	44
4	4
41	41
37	39
140	141
93	94
22	26
65	72
76	80
76	80
94	94
12	12
93	94
12	12
12	12
94	94
12	13
10	10
16	16
9	10
46	48
10	10
54	55
91	94
16	16
115	116
57	57
24	25
39	40
62	64
14	14
24	25
6	9
2	3
32	33
2	3
32	33
61	63
98	99
34	35
123	124
123	124
22	32
45	47
337	341
291	291
45	47
291	291
337	341
21	21
50	50
50	50
9	10
9	10
51	51
9	18
51	51
9	18
104	105
104	105
16	16
16	16
54	54
115	115
115	115
54	60
54	57
57	58
85	88
57	58
85	88
18	20
18	20
36	38
36	38
20	21
85	85
124	124
10	10
46	47
37	38
20	21
56	60
102	104
124	124
32	32
29	29
10	10
8	9
139	140
8	9
15	15
22	23
25	26
21	23
25	26
56	58
15	15
15	15
21	23
78	79
20	20
44	44
59	59
25	26
89	91
25	26
23	24
9	10
91	92
63	64
16	17
18	19
13	14
16	16
45	51
37	37
16	16
60	61
16	19
176	178
175	178
143	143
56	58
132	132
134	135
115	116
6	8
56	58
115	115
67	68
186	190
21	24
177	183
90	91
176	183
30	31
126	126
204	205
8	9
115	116
165	166
204	205
47	47
7	8
87	89
88	89
32	34
78	79
44	44
99	101
44	44
78	79
11	12
147	148
99	99
17	22
240	241
120	121
147	148
7	8
26	26
147	148
112	116
111	113
52	53
71	72
83	84
16	18
52	53
101	101
8	9
105	107
121	123
7	9
87	88
103	105
81	81
7	8
26	31
160	164
139	140
26	31
15	17
193	194
15	15
124	125
12	13
124	125
134	135
47	50
63	72
38	40
52	58
63	72
35	36
47	50
63	72
8	9
39	40
107	107
107	108
58	67
8	9
107	107
39	40
10	14
30	30
59	59
16	17
30	30
14	14
10	14
72	72
127	134
38	39
72	72
43	50
23	24
41	45
23	24
107	110
43	45
107	110
112	113
51	54
12	14
98	100
51	52
69	69
69	69
86	87
9	9
29	31
61	61
129	130
29	31
42	48
87	88
23	24
23	24
89	92
42	43
13	14
42	53
92	94
26	28
92	93
26	28
67	69
27	28
7	7
39	39
107	109
76	77
54	55
111	111
100	101
54	55
111	111
126	128
145	149
92	93
55	55
47	53
6	6
48	48
6	7
54	54
80	81
74	74
10	10
78	81
34	39
41	42
16	17
23	24
34	35
74	75
98	98
16	17
23	24
84	85
106	107
9	10
85	85
118	118
126	127
43	43
85	85
118	118
31	31
88	88
126	126
157	157
25	26
125	127
47	48
54	55
95	95
120	120
101	101
10	11
95	96
101	102
106	106
114	115
36	36
114	116
80	80
22	22
22	22
170	170
144	144
7	8
144	144
6	6
158	158
101	101
8	9
124	124
146	148
8	9
47	48
21	22
104	104
55	56
44	45
7	7
17	17
20	20
149	149
172	172
7	7
17	17
20	21
31	34
4	4
54	54
161	165
139	151
160	165
4	4
139	139
19	19
25	25
32	32
148	149
127	128
19	20
49	51
148	149
54	54
69	69
74	75
20	20
46	46
26	27
93	93
88	88
73	75
24	26
88	88
70	70
93	93
97	97
97	99
121	121
131	131
158	160
105	106
57	57
94	95
53	53
58	58
95	95
43	44
36	36
58	59
82	82
91	93
65	65
76	76
65	65
17	18
30	31
56	57
70	70
29	31
89	92
11	12
177	177
143	145
107	109
78	81
107	109
62	62
75	75
85	85
5	5
5	5
4	4
37	37
61	61
108	108
32	33
72	73
37	37
80	83
8	9
8	9
17	17
98	98
61	61
84	85
79	79
61	61
79	79
125	125
8	9
59	59
28	29
5	5
88	88
13	17
27	27
42	42
47	47
26	26
18	19
38	39
47	49
32	32
31	32
133	133
2	2
10	10
13	13
55	55
75	75
55	55
13	13
10	10
13	13
162	164
210	212
198	200
57	58
162	164
177	177
24	26
54	54
77	77
22	23
54	54
41	41
7	8
60	60
150	151
181	182
67	68
83	84
152	152
191	201
8	9
18	19
127	128
31	31
93	93
93	93
53	62
16	16
76	76
16	18
42	44
16	16
125	126
100	100
27	27
146	148
27	27
64	64
115	115
186	186
5	5
23	24
5	5
47	49
32	32
93	93
201	201
72	74
95	96
152	152
207	209
9	10
24	26
92	94
23	26
58	58
63	63
113	113
36	36
29	29
4	6
133	134
191	193
72	73
46	47
50	52
72	73
82	83
168	169
94	96
119	120
106	107
136	140
47	48
14	15
51	52
114	115
109	109
86	86
32	32
42	42
32	33
42	42
18	19
37	38
79	80
64	65
153	154
45	45
70	70
79	80
104	104
29	31
61	63
123	123
16	19
42	42
3	4
39	39
3	4
30	32
177	177
19	23
213	216
21	23
183	183
99	101
23	24
98	101
4	5
32	33
29	29
4	5
32	33
20	21
20	21
36	37
48	53
61	61
6	6
61	61
48	53
27	27
149	150
117	120
27	27
118	119
48	48
37	37
48	49
37	37
48	49
9	12
64	65
15	17
113	116
121	123
54	55
72	72
113	116
65	65
122	123
69	72
20	21
28	29
80	80
9	13
45	47
45	47
44	44
16	16
45	47
63	64
24	25
36	37
66	67
83	83
110	111
11	12
83	83
95	96
127	128
274	276
150	150
95	96
127	128
95	96
222	224
259	259
44	44
29	29
56	56
57	58
175	175
175	175
97	99
34	35
24	25
272	273
311	313
415	416
24	25
43	44
65	68
356	361
24	25
272	273
311	313
415	416
23	25
52	53
52	53
87	89
81	84
23	25
52	53
80	81
44	46
59	64
80	81
51	52
11	12
51	52
11	12
24	25
42	43
121	121
24	25
65	67
27	28
120	121
219	226
191	194
34	35
43	45
65	67
27	28
120	121
219	226
191	194
11	12
35	36
51	51
66	66
57	58
30	30
35	35
62	62
117	117
11	12
35	36
51	51
66	66
57	58
48	50
27	29
91	92
48	50
27	29
13	15
82	83
105	107
13	15
33	34
98	99
13	15
82	83
105	107
43	44
35	35
43	44
43	44
13	13
84	86
96	96
13	13
84	86
56	56
120	120
120	120
147	147
56	56
120	120
90	91
11	14
5	7
11	14
90	91
11	14
31	32
49	50
8	8
49	50
8	8
135	136
140	141
7	7
60	61
118	119
135	136
140	141
7	7
73	74
31	32
44	45
69	70
5	8
44	45
56	57
31	32
44	45
69	70
90	92
116	116
28	29
56	57
67	68
90	92
116	116
123	124
74	75
87	88
126	127
123	124
66	67
66	69
66	67
66	69
50	50
50	50
80	80
80	80
43	44
78	78
131	132
43	44
78	78
131	132
15	16
32	37
29	29
15	16
33	37
29	29
95	96
41	41
119	124
41	41
119	124
48	49
82	86
48	49
82	86
42	42
96	96
118	120
117	117
42	42
96	96
118	120
117	117
2	2
2	2
7	11
81	81
121	126
7	11
81	81
121	126
93	94
93	94
4	4
128	129
4	4
100	101
100	101
40	40
47	47
58	61
40	40
47	47
58	61
24	25
31	32
30	30
24	25
31	32
30	30
97	98
97	98
137	139
157	158
138	139
157	158
30	35
59	59
69	70
30	35
59	59
69	70
18	22
18	22
11	12
63	64
68	69
98	100
11	13
63	64
68	69
98	100
183	199
183	199
90	90
90	90
15	15
15	15
21	22
50	52
21	22
50	52
41	44
163	167
41	44
163	166
15	18
27	27
47	47
42	42
61	64
76	81
140	140
80	81
140	140
18	20
