13	14
38	38
98	98
8	8
94	94
51	53
75	75
3	3
11	11
27	27
124	124
4	4
35	35
17	19
3	3
45	46
91	91
11	11
45	46
84	85
114	115
68	68
3	3
90	90
6	7
21	23
26	27
37	37
3	3
0	3
20	22
61	61
3	3
22	22
42	43
56	56
4	4
44	44
57	57
92	92
58	58
62	63
2	2
17	19
122	122
43	44
10	12
7	9
64	64
14	14
7	7
11	11
84	85
87	87
70	70
21	21
0	2
67	69
69	70
13	13
45	47
101	103
66	66
83	85
6	6
18	19
40	40
92	98
2	2
16	16
60	60
65	65
71	73
81	81
28	28
30	30
0	1
52	52
13	14
28	31
87	89
4	4
1	1
39	39
45	45
29	29
96	96
1	1
53	57
77	77
45	45
10	10
16	16
27	31
48	49
76	76
49	52
108	108
127	134
60	60
7	7
2	2
23	23
31	32
45	45
92	98
55	55
26	26
33	33
49	51
0	5
6	6
16	17
21	21
21	21
41	41
56	56
71	72
88	89
101	101
2	5
8	11
14	23
29	33
36	36
42	48
51	52
2	3
13	13
15	15
24	24
37	37
49	49
63	63
93	93
100	101
107	107
0	0
3	3
10	10
30	30
35	37
39	47
0	0
9	9
11	11
25	27
42	42
63	73
83	84
0	1
4	4
5	5
10	14
48	48
55	55
66	68
29	29
78	78
82	83
34	40
89	90
96	96
1	1
15	16
34	34
43	43
47	48
60	60
20	20
24	25
26	26
36	36
40	40
42	42
52	52
17	17
3	3
25	25
33	33
61	61
77	78
3	3
11	13
20	20
30	30
42	42
55	56
58	60
78	78
76	76
93	93
107	107
6	6
19	19
25	26
37	40
63	65
88	88
116	116
14	16
25	25
42	43
65	66
91	91
15	15
19	20
38	41
49	58
6	10
6	7
6	7
8	8
17	17
12	12
25	26
64	68
62	62
76	76
90	90
3	3
10	10
16	17
37	37
44	45
25	25
52	53
72	73
82	82
95	95
0	4
10	15
24	27
43	44
58	60
81	89
92	95
6	6
0	0
4	4
24	24
27	35
42	45
64	64
40	40
2	2
8	14
15	21
27	29
38	38
49	49
66	66
69	75
3	3
17	17
25	25
37	38
41	45
58	58
68	68
88	88
75	76
115	115
116	117
135	137
124	124
79	79
0	1
9	11
16	18
103	103
22	23
111	111
28	29
120	122
86	89
62	63
3	3
1	1
8	9
15	17
24	24
36	36
24	24
11	11
16	24
42	42
45	46
58	59
81	81
0	1
7	8
14	16
13	13
17	18
30	33
51	51
40	44
87	88
108	108
111	111
83	85
114	115
129	138
149	149
0	0
15	15
2	2
21	21
23	24
42	46
66	70
82	82
91	91
25	26
43	44
55	56
65	65
69	69
98	98
108	112
142	145
171	173
196	201
4	4
30	33
22	22
16	17
41	43
62	63
1	2
16	18
33	34
44	45
37	37
57	57
64	65
100	101
5	5
8	8
20	20
76	78
24	25
27	31
35	36
6	6
13	14
44	44
47	47
55	58
70	76
83	84
87	87
93	94
3	4
11	11
17	17
24	24
34	34
40	40
46	47
59	67
74	74
82	84
99	100
92	93
2	4
7	7
15	19
24	34
51	53
87	88
91	95
100	102
3	3
8	8
22	23
37	47
56	58
103	105
7	7
13	13
7	7
22	22
38	38
28	28
45	45
67	69
2	2
4	4
14	14
8	11
20	20
36	36
45	45
58	58
50	50
70	71
78	79
91	92
96	97
112	112
123	124
2	2
4	4
22	22
21	21
25	25
38	39
32	33
61	61
65	67
89	89
96	96
108	109
131	131
0	0
11	12
21	22
30	30
50	50
58	75
105	105
113	113
108	108
150	150
0	2
14	14
20	23
66	66
78	78
88	88
10	14
51	52
68	68
100	100
126	126
0	1
26	27
31	32
45	45
73	76
0	0
21	24
28	28
35	35
45	45
79	79
82	82
97	98
117	118
123	124
5	7
0	3
23	27
29	29
31	31
35	35
37	39
51	52
40	41
44	44
9	11
19	20
11	14
11	14
25	26
30	30
41	41
59	61
67	68
56	56
76	78
84	85
102	102
0	4
4	4
16	16
20	20
25	25
0	2
8	11
17	18
47	47
45	45
64	65
48	49
104	104
107	107
8	8
8	10
29	33
28	28
39	39
41	41
36	36
56	57
71	72
5	7
18	18
52	55
16	16
34	34
27	27
39	39
86	86
90	95
82	82
102	103
1	1
21	22
36	36
43	43
56	56
81	81
87	87
103	104
123	127
84	84
6	8
12	13
0	3
26	27
18	22
37	37
35	35
49	49
54	56
79	83
101	103
98	99
114	115
8	10
16	20
23	28
39	39
44	44
49	49
57	57
65	65
97	97
91	91
0	2
5	5
6	8
20	21
28	28
47	47
49	49
69	70
107	107
111	114
125	125
148	150
154	155
1	1
13	14
3	4
22	22
34	35
36	37
39	40
44	45
77	77
105	107
8	8
23	23
4	6
38	40
19	21
30	32
34	36
49	50
55	56
66	70
73	75
90	90
83	84
79	79
97	97
112	113
121	123
2	2
0	0
10	11
17	17
19	20
22	24
17	17
31	31
45	49
55	55
61	61
63	65
2	4
0	0
8	9
28	30
31	32
59	61
50	55
63	65
74	77
81	81
85	86
9	9
15	15
13	13
10	11
5	7
20	21
34	34
38	48
57	57
60	60
76	78
74	74
90	91
85	88
84	84
95	95
102	104
11	11
11	11
0	2
15	15
21	21
28	31
17	19
43	44
53	54
61	65
71	72
75	75
80	82
0	4
16	16
0	3
6	6
9	9
19	22
55	56
75	75
103	103
115	115
0	1
35	35
29	30
50	50
52	54
65	66
73	74
87	88
83	84
0	0
22	24
27	31
132	133
0	0
15	15
19	21
7	8
45	45
76	77
4	4
21	23
43	46
70	73
102	102
52	52
5	7
5	7
163	167
187	187
2	4
35	39
111	111
123	123
144	162
3	5
21	21
87	88
92	94
