9	12
49	49
142	142
16	16
150	150
74	77
120	120
7	7
21	21
36	36
155	155
8	8
44	44
13	15
4	4
121	122
143	143
0	0
55	56
106	107
129	130
106	108
7	7
133	133
14	15
31	34
37	39
93	93
2	2
0	2
28	30
87	87
5	5
33	33
51	52
65	65
11	11
47	47
78	78
111	111
78	78
90	90
9	11
32	34
165	165
61	62
12	15
1	4
87	87
22	22
2	3
21	21
107	108
120	120
79	79
33	33
1	3
101	103
119	120
20	20
57	61
143	145
91	91
111	113
1	2
23	24
65	65
137	143
7	7
24	24
82	82
100	100
105	107
120	120
44	44
53	53
0	1
84	84
20	23
51	54
130	132
7	7
12	12
52	52
62	62
41	41
127	128
8	8
73	77
107	108
59	59
18	18
26	26
38	42
65	66
77	77
54	54
117	117
147	154
64	64
9	9
2	2
28	28
42	43
64	64
114	120
70	70
32	32
58	58
79	81
0	3
6	6
26	27
29	29
29	29
14	14
104	105
111	112
127	127
155	155
3	6
12	15
19	27
44	45
48	48
53	57
59	61
2	3
21	21
29	29
46	46
57	57
69	69
46	46
129	129
148	152
155	155
0	0
9	9
21	21
41	42
52	55
62	79
1	1
14	14
30	30
62	62
82	83
108	118
129	132
3	5
7	7
17	18
20	24
68	68
77	77
102	104
41	41
112	113
121	122
53	59
125	126
135	135
13	13
17	18
13	13
67	68
74	75
90	91
29	30
39	41
43	43
62	62
66	66
68	68
77	77
37	37
14	14
43	43
52	52
91	91
108	110
0	0
21	23
36	36
85	85
59	59
77	78
72	72
110	110
103	103
146	146
151	151
6	6
23	23
41	42
52	54
92	92
120	120
149	149
25	27
34	34
58	59
83	84
113	113
16	16
33	33
53	56
72	86
6	10
7	8
7	8
4	4
29	30
22	22
32	33
101	104
99	99
108	108
137	137
6	7
14	14
31	33
40	40
60	61
40	40
79	80
118	119
135	135
141	141
8	12
16	20
46	47
56	58
64	65
97	104
109	112
0	0
8	8
5	5
39	39
46	54
65	68
75	75
73	73
6	6
14	26
28	37
49	52
58	58
74	75
89	89
103	109
1	1
11	11
31	31
12	13
54	56
76	76
95	95
110	110
97	98
152	153
149	151
169	170
143	143
103	103
0	1
4	6
25	27
132	132
33	34
139	139
40	41
153	155
111	113
87	88
5	5
11	12
19	19
22	23
40	40
56	56
40	40
20	20
30	37
63	65
59	60
90	91
124	126
1	2
8	12
24	26
19	20
27	28
48	49
77	77
56	60
98	99
129	129
133	134
102	104
137	137
166	175
177	177
8	8
32	32
5	6
42	42
45	46
62	68
108	113
127	127
138	138
32	36
60	60
66	67
82	84
218	218
121	121
210	213
